id,price,square_feet,bedrooms,bathrooms,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated
37,548841.4736473218,1100,4,3,2,0,0,2,3,971.8212269973881,128.17877300261193,2002,2007
38,871851.1727844774,2863,4,3,2,0,2,1,6,2056.765811530996,806.234188469004,1961,0
39,778841.0527328642,2561,5,2,1,0,1,3,4,2195.489995148734,365.5100048512659,1969,2001
40,583961.5028713739,741,3,3,1,0,0,4,6,665.6051594876423,75.39484051235775,1983,2022
41,1299214.0774311884,2541,2,3,1,0,1,5,10,1862.9620212468815,678.0379787531185,2002,0
42,1216430.3559387284,3324,3,3,1,0,0,2,7,2757.788751943456,566.2112480565438,2013,0
43,661271.591221431,3112,2,2,1,0,0,1,3,2784.514526171667,327.48547382833294,1972,2017
44,771643.320234824,1863,5,2,1,0,1,1,9,1425.4900315530733,437.5099684469267,1976,0
45,869481.2625314406,1978,2,3,2,0,2,4,3,1465.1622552393005,512.8377447606995,1966,0
46,1104470.9497098122,3056,4,3,1,0,0,1,11,2396.5298007791366,659.4701992208634,1997,0
47,483530.65687892516,1275,1,2,1,0,0,1,5,1069.3103625359317,205.68963746406826,1970,0
48,1196384.1836490731,4514,1,1,2,0,2,4,5,3809.0030227935854,704.9969772064146,1999,0
49,774590.4433603889,534,5,3,1,0,2,5,8,391.2719905166012,142.7280094833988,1989,0
50,1153431.4091708448,3652,4,1,2,0,1,3,12,2974.160357926336,677.839642073664,1952,0
51,1051353.0721868435,2455,3,3,2,0,0,3,8,1883.1581975123606,571.8418024876394,1966,0
52,1016467.0613541339,2085,4,1,1,0,3,2,8,1898.4051236663556,186.59487633364438,2010,0
53,890802.4361670313,4443,1,1,2,0,0,5,3,3458.4035779401224,984.5964220598776,1999,0
54,1170096.1779958506,3573,1,1,1,0,1,2,7,3250.2728165398703,322.7271834601297,1955,0
55,823571.4819685093,1521,4,2,1,0,0,3,8,1227.6616939418313,293.33830605816865,1977,0
56,1206964.6827711426,3961,4,1,2,0,1,4,10,3492.2015546096454,468.7984453903546,2021,0
57,692908.0074416265,3113,1,1,2,0,0,1,3,2576.05437286448,536.9456271355202,2004,0
58,1021025.8540555398,4343,3,1,1,0,0,3,7,3715.3959191502076,627.6040808497924,2007,2018
59,843967.7884163533,2000,5,3,2,0,0,5,5,1597.6782554306915,402.3217445693085,1994,0
60,487714.8565696853,661,5,1,2,0,0,3,4,589.6461683801878,71.35383161981224,2021,0
61,1409822.142062322,4797,4,3,1,0,1,5,10,3867.8083682507095,929.1916317492905,1968,0
62,932179.5871765249,2481,5,1,1,0,2,5,9,2020.4405862948558,460.55941370514415,1978,0
63,1112511.5815629135,1495,1,1,2,0,3,5,12,1239.9824022513203,255.0175977486797,1972,0
64,1260154.9002917758,3842,1,2,1,0,0,2,9,3488.367065709737,353.63293429026317,1981,0
65,1261401.8745643601,4298,4,3,1,0,1,4,7,3717.102658782274,580.8973412177261,1959,0
66,1060927.3144800598,1775,4,1,1,0,1,3,11,1397.4399215385513,377.5600784614487,1998,0
67,979773.0060933093,1516,4,3,1,0,0,4,7,1315.2511412790047,200.74885872099526,2014,0
68,536064.3273781561,837,3,3,1,0,0,1,4,720.3277604020448,116.67223959795524,1978,0
69,693265.7500354418,1378,5,2,1,0,1,3,5,1285.336140540558,92.66385945944194,2008,0
70,839289.8815683731,1576,4,2,1,0,3,4,6,1434.7180757939877,141.28192420601226,1994,0
71,1472312.3338592774,4493,2,2,2,0,1,4,7,3872.3447571035895,620.6552428964105,2016,0
72,457550.8812913437,879,2,2,1,0,0,1,5,690.3461875728186,188.65381242718138,2000,0
73,745910.3778403028,992,1,2,2,0,1,5,9,887.7349593175948,104.26504068240524,1960,0
74,972459.315623943,2562,5,2,2,0,0,3,7,2161.820911706724,400.179088293276,1955,0
75,1402856.356701125,4384,4,2,2,0,2,3,7,4148.655906958588,235.34409304141172,2016,0
76,716741.1202039671,564,2,2,1,0,1,1,8,429.69836412834235,134.30163587165765,2011,0
77,1013890.9242968487,3068,5,1,1,0,0,5,9,2208.69602999399,859.3039700060099,1954,0
78,996064.8928243674,2527,1,3,2,0,2,3,12,1813.0541521602108,713.9458478397892,1958,0
79,1419327.4659760387,3195,3,2,1,0,0,3,12,2747.724272695905,447.2757273040952,1977,0
80,933421.3572895371,1995,5,2,2,0,4,3,10,1864.9560391696225,130.0439608303775,1987,0
81,768950.9850382083,891,5,3,1,0,0,5,11,624.1303339084327,266.8696660915673,1992,0
82,1159749.0911777113,4974,3,1,1,0,0,1,6,4384.296296891996,589.7037031080044,1970,0
83,1390408.08565986,4061,5,3,2,0,0,3,7,3509.785426566573,551.2145734334272,2011,0
84,1096151.0823388624,2778,1,3,2,0,0,4,7,2453.1852614964187,324.81473850358134,1995,0
85,1468908.3870823695,3599,1,2,2,0,0,5,10,2839.0760147344113,759.9239852655887,2019,0
86,706386.193540188,700,3,3,1,0,1,2,11,633.5868778151246,66.41312218487542,1987,0
87,1291445.3369391402,3604,4,3,2,1,1,1,9,2563.080945208394,1040.919054791606,1998,0
88,920616.1347263379,2954,2,2,1,0,1,4,7,2625.685867809367,328.3141321906328,1988,0
89,1273373.2919941845,4145,4,2,1,0,0,3,5,3178.2532992229917,966.7467007770083,2020,0
90,596010.6986497531,1304,5,2,1,0,1,2,3,1068.2491146037314,235.7508853962686,1979,0
91,916662.2468188293,3231,2,2,2,0,0,1,11,2926.1844483503446,304.8155516496554,1970,0
92,1197949.29429717,3273,3,3,2,0,1,5,7,2513.139530545148,759.8604694548521,1950,0
93,975830.9469241237,2070,3,3,2,0,0,2,11,1544.8448872757149,525.1551127242851,1981,2001
94,1245425.4534490728,3190,2,1,1,0,3,2,12,2776.3472653149374,413.65273468506257,1957,2011
95,1348967.9469749806,4340,1,1,1,0,1,4,6,3616.733457284883,723.2665427151169,2018,0
96,832645.9693285222,1528,2,3,2,1,1,1,7,1266.1022778610425,261.89772213895753,1979,0
97,578794.7815911621,1002,5,1,1,0,0,4,6,765.7207636422472,236.27923635775278,1957,0
98,1044101.2298784424,4993,1,3,1,0,0,4,4,3538.6393417398494,1454.3606582601506,1968,0
99,558246.6639931666,1370,3,1,2,0,0,3,3,1099.517179878613,270.482820121387,2008,0
100,1289194.867529498,4988,2,2,2,0,2,5,10,3624.4796721433067,1363.5203278566933,2004,2008
101,732672.7486620453,706,4,1,2,0,3,2,6,654.1070850895842,51.89291491041581,1979,0
102,706897.3653976027,1984,4,2,1,0,0,1,7,1409.2601604419783,574.7398395580217,1985,0
103,1038957.309025894,1363,5,2,1,0,1,5,8,1101.185028563328,261.81497143667207,2004,0
104,1095346.6861444837,3290,4,2,1,0,1,5,10,2345.9719925939307,944.0280074060693,1993,2003
105,699474.5932886512,1063,2,2,1,0,1,1,10,769.4907846655867,293.5092153344133,1976,0
106,1222979.5102234548,4691,2,1,1,0,0,5,9,4056.3858836328013,634.6141163671987,2003,0
107,992410.1662547122,2257,4,3,2,0,0,3,6,1945.0325290046328,311.9674709953672,1997,0
108,888406.8701442851,2178,2,2,1,0,0,5,8,1542.5969201118548,635.4030798881452,1979,0
109,1274000.9299069557,3742,5,1,1,0,2,3,6,2620.458494975574,1121.541505024426,1988,2008
110,861578.0415286338,1559,1,2,1,0,0,2,9,1122.0193456053748,436.98065439462516,1962,0
111,1008096.2442827405,2222,5,1,2,1,0,2,3,1979.2458876789838,242.75411232101624,1965,2010
112,1379956.0400450898,3814,5,1,2,0,3,4,7,3227.193666768562,586.8063332314382,1993,0
113,1087143.5759140628,3657,2,1,2,0,1,3,12,2594.749605663578,1062.2503943364218,2020,0
114,1384082.5509358747,3125,1,3,1,0,2,2,12,2568.825793650646,556.1742063493539,1976,0
115,1186452.476001579,3229,2,1,2,0,0,5,6,2835.0856984822053,393.9143015177947,1994,0
116,1061861.5565973676,2097,3,1,2,0,0,1,9,1923.4477686194725,173.55223138052747,1984,0
117,1119250.9257739214,3560,2,3,2,0,3,1,11,3323.2924766865194,236.70752331348058,1977,2021
118,1051319.836250065,3193,2,3,1,0,0,3,7,2496.4794293780838,696.5205706219162,1956,2017
119,1001061.6171905163,4127,2,1,2,0,0,4,6,3029.0451080153866,1097.9548919846134,2011,0
120,913556.1428076893,1863,1,3,1,0,0,5,11,1414.4482475806715,448.5517524193285,2000,0
121,980887.4606734982,2481,2,2,1,0,0,3,7,2218.1203679379487,262.8796320620513,1995,0
122,1137052.1946805632,2163,1,2,2,0,0,1,11,2039.4300892841293,123.56991071587072,1969,0
123,1088749.4713038553,2029,4,3,1,0,2,3,10,1656.878162406053,372.121837593947,1987,0
124,1212866.6802199697,2538,3,3,2,0,3,5,6,1970.3466139960726,567.6533860039274,2010,0
125,960326.813582333,3802,1,1,1,0,3,2,9,3069.3456481530125,732.6543518469875,1981,0
126,846872.1684822687,2737,4,3,2,0,0,5,7,2124.468394223432,612.5316057765681,1975,2009
127,1009087.0774848306,1806,1,1,2,0,0,2,12,1380.00411672803,425.9958832719699,2007,0
128,1093915.3622228412,4529,1,2,2,0,0,2,6,3842.574289413029,686.425710586971,1988,0
129,1215374.341821409,3175,3,3,1,0,2,2,7,2234.9904344215006,940.0095655784994,1969,0
130,774847.111944658,1782,5,1,2,0,0,3,7,1363.0305267802523,418.96947321974767,1999,0
131,858173.5255650781,1209,5,1,1,0,1,1,11,1046.2027330286478,162.7972669713522,2001,0
132,1620642.5867298183,4913,1,2,2,1,1,3,11,3478.481006738833,1434.518993261167,1971,2014
133,1076329.348148296,4248,2,3,1,0,0,1,8,3061.960329132489,1186.0396708675112,2002,0
134,1037111.0998364956,1163,4,2,1,1,0,5,6,899.4049290964668,263.59507090353316,2015,0
135,875698.0733007151,2498,2,1,2,0,3,4,4,2296.789096731311,201.21090326868898,1992,0
136,1259930.6362835178,3945,2,1,2,1,3,5,5,3515.868975463023,429.13102453697684,1972,0
137,1233202.1343958431,4243,1,3,2,0,0,3,4,2993.60264465328,1249.39735534672,2013,0
138,721938.3756985728,1995,1,1,2,0,0,3,7,1646.7292673233853,348.27073267661467,1958,0
139,1364104.0211984268,3804,1,3,2,0,4,1,8,2924.027806782033,879.9721932179668,1956,2000
140,968987.3390955138,4263,1,2,1,0,0,3,7,3675.3941111453933,587.6058888546067,1990,0
141,724991.3834718178,2353,5,3,2,0,0,2,4,2071.5540714356034,281.4459285643966,2003,0
142,985404.0660013891,1791,1,3,2,0,0,3,7,1640.0467189096362,150.95328109036382,2014,0
143,1447317.4133694686,4081,5,1,1,0,1,1,11,3341.7434159053705,739.2565840946295,1951,0
144,1009555.8975577394,3957,5,1,2,0,0,1,6,3753.6597500937196,203.3402499062804,1953,2006
145,1097808.9591821816,2136,1,3,2,0,0,2,12,2018.5125812913163,117.48741870868366,1981,0
146,1118564.1095989177,4196,3,1,1,0,0,1,4,3862.5928939701134,333.40710602988656,1951,0
147,942473.0785103863,3499,4,1,2,0,1,4,5,2952.167090889522,546.8329091104779,2013,0
148,929190.2450022359,3652,2,1,2,0,4,5,5,2919.779877440983,732.220122559017,1963,0
149,1019960.6632085526,1198,5,3,2,0,2,3,11,947.7336998868656,250.26630011313443,1969,2015
150,853096.3732086963,2660,4,1,1,0,2,4,6,1870.0629588083502,789.9370411916498,1998,2023
151,971300.9163094133,4597,3,3,2,0,1,3,3,3504.2637909557893,1092.7362090442107,1957,0
152,668176.8759631733,1354,2,1,1,0,0,4,3,1191.1165875302922,162.88341246970776,2012,0
153,1101743.3142426622,3974,2,2,2,1,0,3,9,3381.5084912437615,592.4915087562385,1995,0
154,1134671.4430601753,2207,5,1,1,0,3,2,9,2050.5359428731863,156.4640571268137,1970,0
155,836986.8111626429,3277,1,1,2,0,0,1,4,2334.88074217139,942.11925782861,1981,0
156,1003806.4447222397,2233,3,3,1,0,0,1,11,1649.7831637237446,583.2168362762554,1957,0
157,1425121.030107424,4010,5,3,1,0,1,2,11,3598.2168988255103,411.78310117448973,1965,0
158,619045.8950416194,702,3,1,1,0,0,4,7,554.3180892747811,147.68191072521893,1989,0
159,858134.4940886074,3755,1,2,1,0,0,5,5,2739.5966820276576,1015.4033179723424,1976,0
160,1053344.7065083124,4718,1,1,1,0,4,4,5,4477.913370765555,240.08662923444535,1967,2021
161,1367926.4426027131,4996,5,1,1,0,2,1,5,4480.475628034033,515.5243719659666,1984,2015
162,715795.2059721806,1266,1,2,2,0,0,5,8,1015.5665381339458,250.43346186605424,2001,0
163,1123203.2744211238,4889,4,3,2,0,4,3,6,4428.63645369742,460.3635463025803,1964,0
164,1364246.015262841,2827,2,1,1,0,1,5,10,2459.916785206711,367.0832147932888,2012,2016
165,1378431.0777043207,3431,5,3,1,0,1,4,7,3079.3008500210244,351.6991499789756,2002,0
166,472346.43242322153,697,3,3,1,0,0,2,3,629.9497112908144,67.05028870918557,2015,0
167,861657.843474596,2430,4,2,1,0,0,3,11,1752.472675098868,677.527324901132,1980,0
168,1369414.1303725913,4082,5,2,2,1,1,4,3,3493.1438318857017,588.8561681142983,2010,0
169,914530.1360192905,1108,1,3,1,0,2,3,8,777.4795981745813,330.52040182541873,2013,2001
170,830625.3511924677,3772,1,1,2,0,1,5,3,2681.379240262004,1090.6207597379962,1983,0
171,585329.2063466217,1647,1,3,2,0,0,1,5,1525.1137687287423,121.88623127125766,2004,0
172,1618489.0193461156,4782,1,1,1,0,0,4,12,3978.102428882061,803.8975711179392,2008,0
173,1292827.1432109429,3897,3,1,1,0,2,2,7,3444.85250973241,452.14749026759,1952,0
174,1389181.9425996582,3011,4,2,2,0,0,5,12,2738.881620556078,272.1183794439221,1966,0
175,880386.0094657786,2294,2,1,2,0,1,4,9,2150.3880111982894,143.6119888017106,1995,0
176,832891.1987681912,1159,3,1,1,0,0,2,12,1063.1949876856302,95.80501231436983,1987,0
177,1231602.922344545,3311,3,3,1,0,0,4,10,2717.761051659185,593.2389483408151,1984,0
178,989716.8520962745,1869,2,2,1,1,1,5,11,1465.2821261235438,403.7178738764562,1950,0
179,862400.2444257941,2486,2,1,2,0,1,4,8,1836.2175463020526,649.7824536979474,1978,0
180,670529.297087976,646,1,1,2,0,0,3,11,516.8519194216957,129.1480805783043,1953,0
181,1270666.949279062,3719,3,2,1,0,0,5,10,2944.0474052250916,774.9525947749084,2010,0
182,1363316.8376396648,3411,5,3,2,0,2,4,11,2864.8774464778708,546.1225535221292,1966,2018
183,1168157.3690907822,2234,2,2,2,0,0,1,12,1935.4870047909037,298.5129952090963,1977,2011
184,975281.3936955982,2343,2,2,1,0,1,4,6,2213.1541478276863,129.8458521723137,1999,0
185,1047546.2499155264,988,4,1,1,0,3,3,11,871.5113879668809,116.48861203311913,1957,0
186,1294976.0355375793,3476,5,1,2,0,0,2,9,2992.6174746929,483.38252530709997,1983,0
187,969392.7335262621,2459,5,3,2,0,3,2,7,1927.2980739664636,531.7019260335364,2008,2015
188,852648.4804052449,2885,2,1,1,0,0,2,7,2044.3859209244174,840.6140790755826,1967,2023
189,839392.0828874415,3419,1,1,1,0,1,1,3,2639.5749538885475,779.4250461114525,2008,0
190,628533.1648292397,2302,4,2,1,0,0,3,4,2053.6417667145097,248.35823328549031,1976,2019
191,1784331.6267810953,4561,5,1,1,0,3,5,12,3426.7613305015348,1134.2386694984652,1965,0
192,811645.5392715,3869,2,3,1,0,0,2,5,3397.164030331287,471.835969668713,1959,0
193,748847.9633621163,762,5,2,2,0,0,3,10,643.8480600094737,118.15193999052633,1971,0
194,945918.7746226931,1123,4,3,2,0,4,4,8,834.348816182443,288.651183817557,1965,0
195,973095.3398687815,1516,4,2,2,0,1,1,12,1160.3558015846036,355.64419841539643,1961,0
196,1286298.1748655622,4143,3,1,2,0,1,3,7,3414.146457311118,728.853542688882,2000,2015
197,715136.5583977435,2549,2,2,1,0,0,3,3,2050.9092808299756,498.0907191700244,1950,0
198,1267187.310512175,4223,4,2,1,0,1,5,11,3778.0687820474914,444.93121795250863,1976,2022
199,875148.6874668435,3608,3,1,1,0,0,3,5,3188.0329875740085,419.96701242599147,2016,0
200,1351637.3073545808,4590,3,1,2,0,0,5,5,3872.324242735287,717.675757264713,1961,0
201,771197.6292016122,2556,5,3,2,0,1,1,4,2314.633540631199,241.36645936880086,1979,0
202,959743.9809271441,3670,5,3,2,0,0,1,6,3085.249303577853,584.750696422147,1958,0
203,809690.4738154317,2182,3,1,1,0,3,4,4,2053.474339506535,128.52566049346478,2002,0
204,1100741.0193186617,2755,5,1,2,0,3,5,11,2078.1130982903073,676.8869017096927,2010,0
205,1058570.5949154922,1654,4,1,1,0,1,5,12,1453.09357935449,200.90642064551002,2003,0
206,1458998.2882614487,4999,1,2,1,0,2,2,9,3961.6376790350714,1037.3623209649286,1986,0
207,1392833.0860091588,3691,4,2,1,0,1,2,10,2841.1160559012337,849.8839440987663,2014,0
208,870051.4371293938,2196,3,2,1,0,0,4,5,1636.2327243062743,559.7672756937257,1991,0
209,1075579.0435306777,4491,3,1,1,0,2,1,8,3764.023277972648,726.976722027352,1998,0
210,1030172.8032866044,2148,4,3,1,0,0,2,12,1619.3070853863264,528.6929146136736,1953,2009
211,752768.340510428,1945,5,1,2,0,0,3,8,1458.9206015167872,486.0793984832128,2013,2006
212,915959.2226315078,4699,5,2,1,0,2,1,3,4452.927355497215,246.0726445027849,2000,0
213,1259351.3088711086,4423,3,2,1,0,1,3,8,3982.6322061772,440.3677938228002,2021,0
214,623754.6424955392,753,2,1,2,0,2,5,5,667.9631114128861,85.03688858711394,2009,2022
215,1037333.6160821447,3683,5,1,1,0,0,1,5,3309.2313212815466,373.76867871845343,1980,0
216,1117320.116303653,3057,4,2,2,0,1,4,5,2880.399306239549,176.60069376045112,2021,0
217,1077437.6339826179,598,5,2,2,0,0,5,12,504.3048649686039,93.69513503139609,2007,0
218,1344341.9567929702,2700,4,2,2,0,1,5,12,2038.6646172469307,661.3353827530693,1953,0
219,979839.0236260588,3461,3,1,1,0,2,3,10,3168.72689166174,292.27310833826004,1971,0
220,1272660.3398181852,4933,5,2,1,0,1,5,7,4369.072672099256,563.9273279007439,1952,0
221,1053182.6398008284,4277,4,2,2,0,0,2,6,3436.899162963314,840.1008370366858,1996,0
222,1121434.5287697692,3369,3,3,1,0,0,1,11,2757.163910174496,611.8360898255041,1987,0
223,1028800.8348536133,3734,2,1,1,0,0,2,11,2997.7041139800244,736.2958860199756,1982,0
224,932429.4740904688,4291,4,3,2,0,1,3,3,4001.295452385664,289.7045476143362,1997,0
225,776059.881565786,1456,2,3,2,0,3,3,4,1144.245506585379,311.75449341462104,2014,0
226,1382008.1135463456,4567,2,2,1,0,0,1,10,4296.958175155685,270.04182484431476,1975,0
227,702064.5287579959,660,1,1,2,0,1,5,7,612.1948422569017,47.805157743098334,1957,0
228,1473654.7831516785,4993,5,2,2,0,2,4,9,4282.148015811282,710.8519841887182,1999,0
229,714914.7558737389,1800,4,1,2,0,1,3,3,1520.9197978950335,279.0802021049665,1987,2019
230,1384232.4302520035,4487,2,3,1,0,1,1,12,3556.0476499184897,930.9523500815103,1959,0
231,933275.1127872957,2027,1,1,1,0,2,4,7,1428.1929786311468,598.8070213688532,1991,0
232,611510.4575404688,1718,3,2,1,0,0,5,5,1257.414158489115,460.5858415108851,1986,0
233,1636126.87469209,4996,4,2,2,0,0,3,12,4439.234922863586,556.7650771364142,1975,0
234,903150.587048869,3604,2,2,1,0,0,1,4,2947.6576540559367,656.3423459440633,1961,0
235,869264.0723040208,3235,5,1,2,0,3,1,4,2385.681591024519,849.3184089754809,1998,0
236,761020.4582813627,1454,1,3,1,0,3,1,11,1113.749770476935,340.25022952306495,1963,0
237,972368.6758936759,3946,2,3,1,0,2,3,6,3697.241101699065,248.75889830093502,1995,0
238,781593.9454765775,1545,5,1,2,0,0,4,6,1223.30505763859,321.6949423614101,1984,0
239,966932.5261381982,2193,2,2,1,0,0,1,9,2032.7366264664008,160.26337353359918,1978,0
240,1306660.9904578407,3936,4,3,2,0,0,5,12,3054.961658976879,881.0383410231211,1961,0
241,826697.9764918505,1062,4,2,1,0,0,1,12,887.6249350544812,174.37506494551883,1993,0
242,1085340.758925557,2985,4,1,1,0,1,4,4,2104.7810234590397,880.2189765409603,2015,0
243,959473.9527131637,3854,1,2,2,0,3,3,5,3200.6266688449414,653.3733311550586,1951,0
244,576553.567299121,725,4,3,2,0,3,1,5,622.9457394231766,102.05426057682337,2008,0
245,784245.628684314,1459,5,3,2,0,1,1,8,1106.7627849832356,352.23721501676437,1966,0
246,1084364.6449874989,3567,2,2,1,0,0,5,5,3013.1672268811267,553.8327731188733,1959,0
247,767707.4352673496,1315,3,1,1,0,0,5,7,1133.2564050617614,181.74359493823863,1967,0
248,975788.0938701563,3620,5,2,1,0,0,1,6,3155.6319009354893,464.3680990645107,1971,0
249,709168.8058533738,516,5,1,2,0,2,1,5,461.3560285408513,54.6439714591487,2007,0
250,1162975.1854916185,1743,4,2,2,0,2,5,10,1355.7660751064932,387.2339248935068,2002,0
251,940827.367946097,2705,1,3,2,0,0,4,12,2277.4591667870573,427.54083321294274,1950,0
252,954692.6014301921,3024,2,1,1,0,0,2,5,2858.873746502033,165.1262534979669,2010,2003
253,590493.0082999752,1569,1,1,1,0,0,2,8,1450.5970509434078,118.4029490565922,1980,0
254,1214484.15958532,3944,2,1,2,0,0,1,9,3700.128112104989,243.8718878950108,1980,0
255,1021906.2152180962,3065,2,3,1,0,0,5,9,2441.3770153725177,623.6229846274823,2015,2019
256,672384.8292456054,1560,1,2,2,0,0,3,4,1398.901961299698,161.0980387003019,1968,0
257,864458.1006136043,2827,5,3,1,0,0,3,5,2417.0128774066256,409.98712259337435,2002,0
258,1571419.5301993757,3920,2,1,1,0,2,2,12,2825.080381400996,1094.919618599004,2023,2016
259,824416.4632727355,801,1,2,2,0,1,4,12,725.7020729287024,75.29792707129764,1971,0
260,1235448.5654086664,4776,2,3,1,0,0,2,6,4151.658923970693,624.3410760293073,1972,0
261,637408.0407339181,1106,3,1,1,0,0,1,9,829.2006499059712,276.7993500940288,1964,0
262,1184975.3916367528,3670,5,1,2,0,0,4,4,2642.160126441531,1027.8398735584692,1975,2010
263,742470.3070149014,1199,4,3,2,0,0,3,5,1090.197383661837,108.80261633816303,1952,2006
264,795071.4054340542,1639,2,3,1,0,0,5,9,1179.6300246340197,459.3699753659803,1969,0
265,978646.6529639679,690,3,3,2,0,1,5,9,498.7585417757103,191.24145822428972,1989,0
266,1070526.6908819398,2800,4,1,1,0,1,1,12,2259.1858015330204,540.8141984669796,1988,0
267,855809.8559111548,1480,4,3,2,0,2,2,5,1085.8751965152064,394.1248034847936,2021,2008
268,877548.4627627401,3475,2,1,1,0,0,1,3,3226.2504627783624,248.74953722163764,1967,0
269,642959.2230000077,1684,1,3,1,0,2,5,5,1376.7895371668226,307.2104628331774,1990,0
270,1324729.6808745991,3827,2,1,2,0,0,3,7,3223.435200741261,603.5647992587392,2019,0
271,1129926.9318818664,3894,3,1,1,0,0,5,9,3629.311278106918,264.68872189308195,1976,0
272,552043.2590340116,627,4,2,1,0,1,4,6,522.0187606188111,104.98123938118886,1964,0
273,973288.6542519437,2565,2,3,2,0,1,5,3,2022.2403223451304,542.7596776548696,1986,0
274,1188194.524729173,2316,1,3,2,0,3,5,8,2082.7528062673664,233.2471937326336,2007,2021
275,466220.18196950946,1069,2,1,1,0,1,4,4,866.65171527525,202.34828472475,1954,0
276,797575.3755878842,2395,5,1,2,0,3,2,5,1867.18356857938,527.8164314206199,2022,0
277,1145539.4502287745,3233,1,1,2,0,3,5,6,2847.6502099179233,385.34979008207665,1956,0
278,1009548.0366845711,4363,3,2,1,0,1,1,8,3928.451391765677,434.5486082343232,1990,0
279,1527783.118883175,4514,4,2,1,0,1,5,8,4053.25169511885,460.74830488115003,1959,0
280,1227058.5344950217,3401,2,1,2,0,1,1,9,3211.9676706129335,189.0323293870665,2011,0
281,936906.0533457173,2186,1,3,2,0,4,4,7,1960.1134875601672,225.8865124398328,1975,0
282,1261762.0493307463,3509,5,3,2,0,2,5,9,3131.7241066859847,377.2758933140153,2017,0
283,487764.1403213182,654,1,2,1,0,0,4,4,597.998838985872,56.001161014128,1973,0
284,905242.8925811233,3037,5,2,1,0,2,4,3,2126.040609528065,910.959390471935,1990,2021
